1,ข้อใดต่อไปนี้ที่ไม่ใช่ความหมายเกี่ยวข้องกับการส่งกำลังบำรุง,1Logistics,2งานพลาธิการ,3การจัดหา,4การฝึกอบรม,4
20,ข้อใดเป็นหน้าที่กองบินตำรวจ,1สนับสนุนการขนส่ง ลำเลียงอุปกรณ์ และการส่งกลับผู้ป่วยทางอากาศ,2สนับสนุนบริการทางการแพทย์ ศูนย์ส่งกลับ,3กำหนดกรอบอัตรา จัดหา ควบคุม,4งานการพัสดุประเภทสรรพาวุธ งานคลังรับ-จ่าย บัญชีคุม  และคลังอาวุธและวัตถุระเบิด,1
21,ผู้ที่เกี่ยวข้องกับงานส่งกำลังบำรุง ตั้งแต่ระดับผู้บังคับบัญชาจนถึงเจ้าหน้าที่ โดยบริหารกำลังคน  จะใช้คนอย่างไรให้เกิดประสิทธิภาพ และประสิทธิผลกับงานให้มากที่สุด คือปัจจัยในเรื่องใด,1การบริหารคน,2การบริหารงบประมาณ,3การบริหารวัสดุอุปกรณ์,4การบริหารจัดการ,1
22,เงิน/งบประมาณเป็นปัจจัยสำคัญอย่างยิ่งต่อการปฏิบัติงาน เป็นจุดเริ่มต้นของการได้มาซึ่งคน วัสดุอุปกรณ์ และการบริหารเงิน/งบประมาณ จะจัดสรรเงิน/งบประมาณ อย่างไรให้ใช้จ่ายต้นทุนน้อยที่สุดและให้เกิดประสิทธิภาพ และประสิทธิผล คือปัจจัยในเรื่องใด,1การบริหารคน,2การบริหารเงิน/งบประมาณ,3การบริหารวัสดุอุปกรณ์,4การบริหารจัดการ,2
23,วัสดุอุปกรณ์ สถานที่ และทรัพยากรอื่นนอกเหนือจาก คน และเงิน/งบประมาณ จะต้องมีพร้อมสนับสนุนภารกิจของหน่วยต่างๆ ดังนั้น การบริหารวัสดุอุปกรณ์ต่างๆ ในการดำเนินงานควรคิดว่าจะทำอย่างไรให้สิ้นเปลืองน้อยที่สุด หรือเกิดประโยชน์สูงสุดคือปัจจัยในเรื่องใด,1การบริหารคน,2การบริหารงบประมาณ,3การบริหารวัสดุอุปกรณ์,4การบริหารจัดการ,3
24,"การบริหารจัดการ เป็นกระบวนการจัดการบริหารควบคุมเพื่อให้งานทั้งหมดเป็นไปอย่างมีระบบเหมาะสมในแต่ละสถานการณ์ ทำให้เกิดประสิทธิภาพ และประสิทธิผลอย่างเต็มที่
คือปัจจัยในเรื่องใด",1การบริหารคน,2การบริหารงบประมาณ,3การบริหารวัสดุอุปกรณ์,4การบริหารจัดการ,4
25,"การกำหนดและการควบคุมการปฏิบัติงานให้บรรลุผลตามเวลาและวัตถุประสงค์ที่กำหนด เพื่อก่อให้เกิดประสิทธิภาพในงานหน้าที่ที่รับผิดชอบคือปัจจัยในเรื่องใด
",1การบริหารเวลา,2การบริหารงบประมาณ,3การบริหารวัสดุอุปกรณ์,4การบริหารจัดการ,1
26,"ความประพฤติที่ดีที่ชอบ หรือธรรมในระดับศีล หรือกรอบปฏิบัติที่ดี เกี่ยวกับความรู้สึกรับผิดชอบ บริสุทธิ์ เกี่ยวกับจิตใจ คือปัจจัยในเรื่องใด
",1การบริหารเวลา,2การบริหารคุณธรรม,3การบริหารวัสดุอุปกรณ์,4การบริหารจัดการ,2
27,ข้อมูลข่าวสารที่ฝ่ายส่งกำลังบำรุงเสนอผู้บังคับบัญชา ต้องเป็นข้อมูลของสถานการณ์ปัจจุบันที่เป็นอยู่จริง เพื่อที่จะได้นำมาวิเคราะห์ประมวลผล และฝ่ายอำนวยการต่างๆ ต้องได้รับข้อมูลเช่นเดียวกัน เพื่อเป็นข้อพิจารณาของฝ่ายอำนวยการ และเพื่อประโยชน์ในการจัดทำประมาณการ การจัดทำแผน/คำสั่งปฏิบัติการคือปัจจัยในเรื่องใด,1การบริหารเวลา,2การบริหารคุณธรรม,3การบริหารข้อมูลข่าวสาร ,4การบริหารจัดการ,3
28,"การวัดผลเป็นสิ่งจำเป็นการบริหารจัดการ ซึ่งเป็นการวัดเพื่อประเมินผลทำให้ทราบว่า     
กระบวนการส่งกำลังบำรุงขั้นตอนใดมีปัญหาหรือไม่อย่างไรคือปัจจัยในเรื่องใด",1การบริหารเวลา,2การบริหารคุณธรรม,3การบริหารข้อมูลข่าวสาร ,4การบริหารการวัดผล,4
29,ข้อใดคือความหมายของปัจจัยในการบริหารคน,1ผู้ที่เกี่ยวข้องกับงานส่งกำลังบำรุง ตั้งแต่ระดับผู้บังคับบัญชาจนถึงเจ้าหน้าที่ โดยบริหารกำลังคน  จะใช้คนอย่างไรให้เกิดประสิทธิภาพ และประสิทธิผลกับงานให้มากที่สุด คือปัจจัยในเรื่องใด,2เงิน/งบประมาณเป็นปัจจัยสำคัญอย่างยิ่งต่อการปฏิบัติงาน เป็นจุดเริ่มต้นของการได้มาซึ่งคน วัสดุอุปกรณ์ และการบริหารเงิน/งบประมาณ จะจัดสรรเงิน/งบประมาณ อย่างไรให้ใช้จ่ายต้นทุนน้อยที่สุดและให้เกิดประสิทธิภาพ และประสิทธิผล คือปัจจัยในเรื่องใด,3วัสดุอุปกรณ์ สถานที่ และทรัพยากรอื่นนอกเหนือจาก คน และเงิน/งบประมาณ จะต้องมีพร้อมสนับสนุนภารกิจของหน่วยต่างๆ ดังนั้น การบริหารวัสดุอุปกรณ์ต่างๆ ในการดำเนินงานควรคิดว่าจะทำอย่างไรให้สิ้นเปลืองน้อยที่สุด หรือเกิดประโยชน์สูงสุดคือปัจจัยในเรื่องใด,"4การบริหารจัดการ เป็นกระบวนการจัดการบริหารควบคุมเพื่อให้งานทั้งหมดเป็นไปอย่างมีระบบเหมาะสมในแต่ละสถานการณ์ ทำให้เกิดประสิทธิภาพ และประสิทธิผลอย่างเต็มที่
คือปัจจัยในเรื่องใด",1
30,ข้อใดคือความหมายของปัจจัยในการบริหารเงิน/งบประมาณ,1ผู้ที่เกี่ยวข้องกับงานส่งกำลังบำรุง ตั้งแต่ระดับผู้บังคับบัญชาจนถึงเจ้าหน้าที่ โดยบริหารกำลังคน  จะใช้คนอย่างไรให้เกิดประสิทธิภาพ และประสิทธิผลกับงานให้มากที่สุด คือปัจจัยในเรื่องใด,2เงิน/งบประมาณเป็นปัจจัยสำคัญอย่างยิ่งต่อการปฏิบัติงาน เป็นจุดเริ่มต้นของการได้มาซึ่งคน วัสดุอุปกรณ์ และการบริหารเงิน/งบประมาณ จะจัดสรรเงิน/งบประมาณ อย่างไรให้ใช้จ่ายต้นทุนน้อยที่สุดและให้เกิดประสิทธิภาพ และประสิทธิผล คือปัจจัยในเรื่องใด,3วัสดุอุปกรณ์ สถานที่ และทรัพยากรอื่นนอกเหนือจาก คน และเงิน/งบประมาณ จะต้องมีพร้อมสนับสนุนภารกิจของหน่วยต่างๆ ดังนั้น การบริหารวัสดุอุปกรณ์ต่างๆ ในการดำเนินงานควรคิดว่าจะทำอย่างไรให้สิ้นเปลืองน้อยที่สุด หรือเกิดประโยชน์สูงสุดคือปัจจัยในเรื่องใด,"4การบริหารจัดการ เป็นกระบวนการจัดการบริหารควบคุมเพื่อให้งานทั้งหมดเป็นไปอย่างมีระบบเหมาะสมในแต่ละสถานการณ์ ทำให้เกิดประสิทธิภาพ และประสิทธิผลอย่างเต็มที่
คือปัจจัยในเรื่องใด",2
31,ข้อใดคือความหมายของปัจจัยในการบริหารวัสดุอุปกรณ์,1ผู้ที่เกี่ยวข้องกับงานส่งกำลังบำรุง ตั้งแต่ระดับผู้บังคับบัญชาจนถึงเจ้าหน้าที่ โดยบริหารกำลังคน  จะใช้คนอย่างไรให้เกิดประสิทธิภาพ และประสิทธิผลกับงานให้มากที่สุด คือปัจจัยในเรื่องใด,2เงิน/งบประมาณเป็นปัจจัยสำคัญอย่างยิ่งต่อการปฏิบัติงาน เป็นจุดเริ่มต้นของการได้มาซึ่งคน วัสดุอุปกรณ์ และการบริหารเงิน/งบประมาณ จะจัดสรรเงิน/งบประมาณ อย่างไรให้ใช้จ่ายต้นทุนน้อยที่สุดและให้เกิดประสิทธิภาพ และประสิทธิผล คือปัจจัยในเรื่องใด,3วัสดุอุปกรณ์ สถานที่ และทรัพยากรอื่นนอกเหนือจาก คน และเงิน/งบประมาณ จะต้องมีพร้อมสนับสนุนภารกิจของหน่วยต่างๆ ดังนั้น การบริหารวัสดุอุปกรณ์ต่างๆ ในการดำเนินงานควรคิดว่าจะทำอย่างไรให้สิ้นเปลืองน้อยที่สุด หรือเกิดประโยชน์สูงสุดคือปัจจัยในเรื่องใด,"4การบริหารจัดการ เป็นกระบวนการจัดการบริหารควบคุมเพื่อให้งานทั้งหมดเป็นไปอย่างมีระบบเหมาะสมในแต่ละสถานการณ์ ทำให้เกิดประสิทธิภาพ และประสิทธิผลอย่างเต็มที่
คือปัจจัยในเรื่องใด",3
32,ข้อใดคือความหมายของปัจจัยในการบริหารจัดการ,1ผู้ที่เกี่ยวข้องกับงานส่งกำลังบำรุง ตั้งแต่ระดับผู้บังคับบัญชาจนถึงเจ้าหน้าที่ โดยบริหารกำลังคน  จะใช้คนอย่างไรให้เกิดประสิทธิภาพ และประสิทธิผลกับงานให้มากที่สุด คือปัจจัยในเรื่องใด,2เงิน/งบประมาณเป็นปัจจัยสำคัญอย่างยิ่งต่อการปฏิบัติงาน เป็นจุดเริ่มต้นของการได้มาซึ่งคน วัสดุอุปกรณ์ และการบริหารเงิน/งบประมาณ จะจัดสรรเงิน/งบประมาณ อย่างไรให้ใช้จ่ายต้นทุนน้อยที่สุดและให้เกิดประสิทธิภาพ และประสิทธิผล คือปัจจัยในเรื่องใด,3วัสดุอุปกรณ์ สถานที่ และทรัพยากรอื่นนอกเหนือจาก คน และเงิน/งบประมาณ จะต้องมีพร้อมสนับสนุนภารกิจของหน่วยต่างๆ ดังนั้น การบริหารวัสดุอุปกรณ์ต่างๆ ในการดำเนินงานควรคิดว่าจะทำอย่างไรให้สิ้นเปลืองน้อยที่สุด หรือเกิดประโยชน์สูงสุดคือปัจจัยในเรื่องใด,"4การบริหารจัดการ เป็นกระบวนการจัดการบริหารควบคุมเพื่อให้งานทั้งหมดเป็นไปอย่างมีระบบเหมาะสมในแต่ละสถานการณ์ ทำให้เกิดประสิทธิภาพ และประสิทธิผลอย่างเต็มที่
คือปัจจัยในเรื่องใด",4
33,ข้อใดคือความหมายของปัจจัยในการบริหารเวลา,"1การกำหนดและการควบคุมการปฏิบัติงานให้บรรลุผลตามเวลาและวัตถุประสงค์ที่กำหนด เพื่อก่อให้เกิดประสิทธิภาพในงานหน้าที่ที่รับผิดชอบคือปัจจัยในเรื่องใด
","2ความประพฤติที่ดีที่ชอบ หรือธรรมในระดับศีล หรือกรอบปฏิบัติที่ดี เกี่ยวกับความรู้สึกรับผิดชอบ บริสุทธิ์ เกี่ยวกับจิตใจ คือปัจจัยในเรื่องใด
",3ข้อมูลข่าวสารที่ฝ่ายส่งกำลังบำรุงเสนอผู้บังคับบัญชา ต้องเป็นข้อมูลของสถานการณ์ปัจจุบันที่เป็นอยู่จริง เพื่อที่จะได้นำมาวิเคราะห์ประมวลผล และฝ่ายอำนวยการต่างๆ ต้องได้รับข้อมูลเช่นเดียวกัน เพื่อเป็นข้อพิจารณาของฝ่ายอำนวยการ และเพื่อประโยชน์ในการจัดทำประมาณการ การจัดทำแผน/คำสั่งปฏิบัติการคือปัจจัยในเรื่องใด,4การวัดผลเป็นสิ่งจำเป็นการบริหารจัดการ ซึ่งเป็นการวัดเพื่อประเมินผลทำให้ทราบว่ากระบวนการส่งกำลังบำรุงขั้นตอนใดมีปัญหาหรือไม่อย่างไรคือปัจจัยในเรื่องใด,1
34,ข้อใดคือความหมายของปัจจัยในการบริหารคุณธรรม,"1การกำหนดและการควบคุมการปฏิบัติงานให้บรรลุผลตามเวลาและวัตถุประสงค์ที่กำหนด เพื่อก่อให้เกิดประสิทธิภาพในงานหน้าที่ที่รับผิดชอบคือปัจจัยในเรื่องใด
","2ความประพฤติที่ดีที่ชอบ หรือธรรมในระดับศีล หรือกรอบปฏิบัติที่ดี เกี่ยวกับความรู้สึกรับผิดชอบ บริสุทธิ์ เกี่ยวกับจิตใจ คือปัจจัยในเรื่องใด
",3ข้อมูลข่าวสารที่ฝ่ายส่งกำลังบำรุงเสนอผู้บังคับบัญชา ต้องเป็นข้อมูลของสถานการณ์ปัจจุบันที่เป็นอยู่จริง เพื่อที่จะได้นำมาวิเคราะห์ประมวลผล และฝ่ายอำนวยการต่างๆ ต้องได้รับข้อมูลเช่นเดียวกัน เพื่อเป็นข้อพิจารณาของฝ่ายอำนวยการ และเพื่อประโยชน์ในการจัดทำประมาณการ การจัดทำแผน/คำสั่งปฏิบัติการคือปัจจัยในเรื่องใด,4การวัดผลเป็นสิ่งจำเป็นการบริหารจัดการ ซึ่งเป็นการวัดเพื่อประเมินผลทำให้ทราบว่ากระบวนการส่งกำลังบำรุงขั้นตอนใดมีปัญหาหรือไม่อย่างไรคือปัจจัยในเรื่องใด,2
35,ข้อใดคือความหมายของปัจจัยในการบริหารข้อมูลข่าวสาร ,"1การกำหนดและการควบคุมการปฏิบัติงานให้บรรลุผลตามเวลาและวัตถุประสงค์ที่กำหนด เพื่อก่อให้เกิดประสิทธิภาพในงานหน้าที่ที่รับผิดชอบคือปัจจัยในเรื่องใด
","2ความประพฤติที่ดีที่ชอบ หรือธรรมในระดับศีล หรือกรอบปฏิบัติที่ดี เกี่ยวกับความรู้สึกรับผิดชอบ บริสุทธิ์ เกี่ยวกับจิตใจ คือปัจจัยในเรื่องใด
",3ข้อมูลข่าวสารที่ฝ่ายส่งกำลังบำรุงเสนอผู้บังคับบัญชา ต้องเป็นข้อมูลของสถานการณ์ปัจจุบันที่เป็นอยู่จริง เพื่อที่จะได้นำมาวิเคราะห์ประมวลผล และฝ่ายอำนวยการต่างๆ ต้องได้รับข้อมูลเช่นเดียวกัน เพื่อเป็นข้อพิจารณาของฝ่ายอำนวยการ และเพื่อประโยชน์ในการจัดทำประมาณการ การจัดทำแผน/คำสั่งปฏิบัติการคือปัจจัยในเรื่องใด,4การวัดผลเป็นสิ่งจำเป็นการบริหารจัดการ ซึ่งเป็นการวัดเพื่อประเมินผลทำให้ทราบว่ากระบวนการส่งกำลังบำรุงขั้นตอนใดมีปัญหาหรือไม่อย่างไรคือปัจจัยในเรื่องใด,3
36,ข้อใดคือความหมายของปัจจัยในการบริหารการวัดผล,"1การกำหนดและการควบคุมการปฏิบัติงานให้บรรลุผลตามเวลาและวัตถุประสงค์ที่กำหนด เพื่อก่อให้เกิดประสิทธิภาพในงานหน้าที่ที่รับผิดชอบคือปัจจัยในเรื่องใด
","2ความประพฤติที่ดีที่ชอบ หรือธรรมในระดับศีล หรือกรอบปฏิบัติที่ดี เกี่ยวกับความรู้สึกรับผิดชอบ บริสุทธิ์ เกี่ยวกับจิตใจ คือปัจจัยในเรื่องใด
",3ข้อมูลข่าวสารที่ฝ่ายส่งกำลังบำรุงเสนอผู้บังคับบัญชา ต้องเป็นข้อมูลของสถานการณ์ปัจจุบันที่เป็นอยู่จริงเพื่อที่จะได้นำมาวิเคราะห์ประมวลผล และฝ่ายอำนวยการต่างๆ ต้องได้รับข้อมูลเช่นเดียวกัน เพื่อเป็นข้อพิจารณาของฝ่ายอำนวยการ และเพื่อประโยชน์ในการจัดทำประมาณการ การจัดทำแผน/คำสั่งปฏิบัติการคือปัจจัยในเรื่องใด,4การวัดผลเป็นสิ่งจำเป็นการบริหารจัดการ ซึ่งเป็นการวัดเพื่อประเมินผลทำให้ทราบว่ากระบวนการส่งกำลังบำรุงขั้นตอนใดมีปัญหาหรือไม่อย่างไรคือปัจจัยในเรื่องใด,4
37,ข้อใดต่อไปนี้เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1การบริหารคน,2การบริหารเงิน/งบประมาณ,3การบริหารวัสดุอุปกรณ์,4ถูกทุกข้อ,4
38,ข้อใดต่อไปนี้ไม่ได้เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1การบริหารคน,2การบริหารเงิน/งบประมาณ,3การบริหารวัสดุอุปกรณ์,4ความง่าย,4
39,"ระบบสารสนเทศขององค์กรมีความสำคัญช่วยบริหารทรัพยากรขององค์กรได้อย่างมี
ประสิทธิภาพ บันทึกเหตุการณ์ต่างๆ ที่เกิดขึ้น สนับสนุนการดำเนินงานประจำวัน และสนับสนุนการตัดสินใจในเรื่องต่างๆ ของผู้บริหารคือปัจจัยในเรื่องใด",1การบริหารคน,2การบริหารเงิน/งบประมาณ,3ระบบสารสนเทศขององค์กร,4การบริหารวัสดุอุปกรณ์,3
40,ข้อใดต่อไปนี้ไม่ได้เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1การบริหารคน,2ความอ่อนตัว,3ระบบสารสนเทศขององค์กร,4การบริหารเงิน/งบประมาณ,2
41,ข้อใดต่อไปนี้ไม่ได้เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1การรวมการสนับสนุน,2การบริหารคน,3ระบบสารสนเทศขององค์กร,4การบริหารเงิน/งบประมาณ,1
42,ข้อใดต่อไปนี้เกี่ยวกับปัจจัยการส่งกำลังบำรุง,1ระบบสารสนเทศขององค์กร,2การบริหารเวลา,3การบริหารวัสดุอุปกรณ์,4ถูกทุกข้อ,4
43,ข้อใดคือความหมายของปัจจัยระบบสารสนเทศขององค์กร,"1การกำหนดและการควบคุมการปฏิบัติงานให้บรรลุผลตามเวลาและวัตถุประสงค์ที่กำหนด เพื่อก่อให้เกิดประสิทธิภาพในงานหน้าที่ที่รับผิดชอบคือปัจจัยในเรื่องใด
","2ระบบสารสนเทศขององค์กรมีความสำคัญช่วยบริหารทรัพยากรขององค์กรได้อย่างมี
ประสิทธิภาพ บันทึกเหตุการณ์ต่างๆ ที่เกิดขึ้น สนับสนุนการดำเนินงานประจำวัน และสนับสนุนการตัดสินใจในเรื่องต่างๆ ของผู้บริหาร",3ข้อมูลข่าวสารที่ฝ่ายส่งกำลังบำรุงเสนอผู้บังคับบัญชา ต้องเป็นข้อมูลของสถานการณ์ปัจจุบันที่เป็นอยู่จริงเพื่อที่จะได้นำมาวิเคราะห์ประมวลผล และฝ่ายอำนวยการต่างๆ ต้องได้รับข้อมูลเช่นเดียวกัน เพื่อเป็นข้อพิจารณาของฝ่ายอำนวยการ และเพื่อประโยชน์ในการจัดทำประมาณการ การจัดทำแผน/คำสั่งปฏิบัติการคือปัจจัยในเรื่องใด,4การวัดผลเป็นสิ่งจำเป็นการบริหารจัดการ ซึ่งเป็นการวัดเพื่อประเมินผลทำให้ทราบว่ากระบวนการส่งกำลังบำรุงขั้นตอนใดมีปัญหาหรือไม่อย่างไรคือปัจจัยในเรื่องใด,2
44,การดำเนินการจัดซื้อจัดจ้างตามระเบียบสำนักนายกรัฐมนตรีว่าด้วยการพัสดุ พ.ศ. 2535 และที่แก้ไขเพิ่มเติม โดยเริ่มกระบวนการใดก่อน,1จัดทำรายงานขอซื้อ/จ้าง ,2การเสนอขออนุมัติจัดซื้อ/จ้าง ,3แต่งตั้งเจ้าหน้าที่/คณะกรรมการ,4ไม่มีข้อใดถูก,1
45,การดำเนินการจัดซื้อจัดจ้างตามระเบียบสำนักนายกรัฐมนตรีว่าด้วยการพัสดุ พ.ศ. 2535 และที่แก้ไขเพิ่มเติม โดยเริ่มจากการจัดทำรายงานขอซื้อ/จ้าง กระบวนการต่อไปคือ,1จัดทำรายงานขอซื้อ/จ้าง ,2การเสนอขออนุมัติจัดซื้อ/จ้าง ,3แต่งตั้งเจ้าหน้าที่/คณะกรรมการ,4ไม่มีข้อใดถูก,2
46,การดำเนินการจัดซื้อจัดจ้างตามระเบียบสำนักนายกรัฐมนตรีว่าด้วยการพัสดุ พ.ศ. 2535 และที่แก้ไขเพิ่มเติม โดยเริ่มจากการจัดทำรายงานขอซื้อ/จ้าง การเสนอขออนุมัติจัดซื้อ/จ้าง กระบวนการต่อไปคือ,1จัดทำรายงานขอซื้อ/จ้าง ,2การเสนอขออนุมัติจัดซื้อ/จ้าง ,3แต่งตั้งเจ้าหน้าที่/คณะกรรมการ,4ไม่มีข้อใดถูก,3
47,การเคลื่อนย้ายบุคคล เรียกว่า  ,1การขนส่งผู้โดยสาร,2การขนส่งสินค้า,3ถูกทั้งคำตอบที่ 1 และ 2,4ไม่มีข้อใดถูก,1
