11,ในการจัดกลุ่มงานของตำรวจ    “ฝ่ายอำนวยการ”  ถือว่าเป็นกลุ่มงานลักษณะใด,1กลุ่มงานด้านการบริหาร,2กลุ่มงานด้านการปฏิบัติการ,3กลุ่มงานด้านกิจการพิเศษ,4กลุ่มงานด้านธุรการ,1,,
12,ตำรวจได้นำแนวทางในการดำเนินงานของฝ่ายอำนวยการของส่วนราชการใด มาประยุกต์ใช้,1กระทรวงมหาดไทย,2ทหาร,3กรมการปกครอง,4ถูกทุกข้อ,2,,
13,ข้อใดถูกต้องที่สุด,1การจัดงานฝ่ายอำนวยการของสำนักงานตำรวจแห่งชาติในระดับต่างๆ มีความแตกต่างกันออกไป โดยขึ้นอยู่กับขนาดของพื้นที่ที่รับผิดชอบของแต่ละหน่วยงาน ,2การจัดงานฝ่ายอำนวยการของสำนักงานตำรวจแห่งชาติในระดับต่างๆ มีความแตกต่างกันออกไป โดยขึ้นอยู่กับลักษณะของงาน  และความจำเป็นเหมาะสมของแต่ละหน่วยงาน,3การจัดงานฝ่ายอำนวยการของสำนักงานตำรวจแห่งชาติในระดับต่างๆ เป็นไปในลักษณะเดียวกัน     ,4การจัดงานฝ่ายอำนวยการของทุกกองบัญชาการเป็นไปในลักษณะเดียวกัน                                           ,2,,
14,ผู้ที่รับผิดชอบให้ความช่วยเหลือผู้บังคับบัญชาด้วยการปฏิบัติงานในหน้าที่ที่ต้องการความชำนาญ,1ฝ่ายอำนวยการหลัก,2ฝ่ายอำนวยการประสานงาน,3ฝ่ายอำนวยการพิเศษ,4ฝ่ายอำนวยการประจำตัว,3,,
15,ฝ่ายอำนวยการประจำตัว มีหน้าที่ความรับผิดชอบในเรื่องใด,1ช่วยเหลือในการจัดตารางเวลาการปฏิบัติราชการให้แก่ผู้บังคับบัญชา,2ให้คำแนะนำแก่ผู้บังคับบัญชาในส่วนที่เกี่ยวกับงานด้านเทคนิคต่างๆ,3การปฏิบัติงานด้านธุรการของผู้บังคับบัญชา,4ถูกทั้งข้อ 1. และ 3. ,4,,
16,ข้อใดเป็นแนวทางในการให้ข้อมูลข่าวสารของฝ่ายอำนวยการ ที่ถูกต้อง ,1รวบรวมข้อมูลข่าวสารที่มีอยู่ในแต่ละงาน และกำหนดให้มีระบบรายงานข้อมูลข่าวสารในแต่ละเรื่อง ให้สามารถทราบข้อมูลข่าวสารที่ถูกต้อง และทันสมัยอยู่ตลอดเวลา,2จัดระเบียบของข้อมูลข่าวสาร และประเมินค่าความถูกของข้อมูลข่าวสารที่อาจมีความเปลี่ยนแปลงไปจากข้อเท็จจริง หรืออาจมีการเปลี่ยนแปลงไปตามห้วงระยะเวลา,3การเสนอข้อมูลข่าวสารให้กับผู้บังคับบัญชา จะต้องดำเนินการอย่างรวดเร็วและสมบูรณ์ รวมทั้งจะต้องมีการประสานข้อมูลข่าวสารที่มีอยู่และได้รับมากับฝ่ายอำนวยการอื่น ๆ ที่เกี่ยวข้อง หรืออาจมีผลกระทบถึง,4ถูกทุกข้อ,4,,
17,การสรุปผลการวิเคราะห์ข้อมูลข่าวสารให้กับผู้บังคับบัญชา จะต้องมีเนื้อหาสาระที่ครบคลุมถึง,1ข้อสรุปเกี่ยวกับปัจจัยหรือข้อมูลที่สำคัญที่อาจจะมีผลกระทบต่อการปฏิบัติงาน ,2สรุปผลการวิเคราะห์ของฝ่ายอำนวยการ ในการใช้ทรัพยากรที่มีอยู่เพื่อปฏิบัติงานในภารกิจนั้น ๆ โดยจะมีผลเสีย หรือจะมีผลกระทบที่เกิดขึ้นตามมาน้อยที่สุด และสามารถบรรลุวัตถุประสงค์ที่ต้องการได้อย่างสมบูรณ์ที่สุด,3ถูกทั้งข้อ 1. และ 2. ,4ผิดทั้งข้อ 1. และ 2. ,3,,
18,ข้อใดคือลักษณะในการให้ข้อเสนอแนะของฝ่ายอำนวยการ  ที่ถูกต้อง ,1ฝ่ายอำนวยการจะต้องวิเคราะห์แนวทางปฏิบัติ ตลอดจนผลกระทบที่จะเกิดตามมาจากการปฏิบัติ ให้ผู้บังคับบัญชาทราบ และให้ข้อเสนอในแนวทางการปฏิบัติที่ฝ่ายอำนวยการพิจารณาเห็นว่าเป็นแนวทางการปฏิบัติที่ถูกต้องและเหมาะสมที่สุด,2มุ่งเน้นในการให้คำแนะนำต่อผู้บังคับบัญชาในส่วนที่เกี่ยวข้องกับงานในหน้าที่ของฝ่ายอำนวยการนั้น ๆ เพื่อชักจูงผู้บังคับบัญชาให้ตกลงใจกระทำการอย่างหนึ่งอย่างใดตามที่ฝ่ายอำนวยการต้องการ,3การให้ข้อเสนอแนะของฝ่ายอำนวยการยังรวมถึงการให้ข้อเสนอกับฝ่ายอำนวยการอื่น ๆ แต่ไม่รวมถึงหน่วยงานอื่นที่เกี่ยวข้องในการปฏิบัติงาน,4ฝ่ายอำนวยการจะต้องวิเคราะห์แนวทางปฏิบัติ ตลอดจนผลกระทบที่จะเกิดตามมาจากการปฏิบัติ ให้ผู้บังคับบัญชาทราบ และให้ข้อเสนอในแนวทางการปฏิบัติให้มากที่สุดเท่าที่ฝ่ายอำนวยการจะคิดได้ ,1,,
19,"ข้อใดเป็นแนวทางในการทำแผน/คำสั่ง และการกำกับดูแลการปฏิบัติตามแผน/คำสั่งของฝ่ายอำนวยการ ที่ถูกต้อง
",1ฝ่ายอำนวยการแต่ละฝ่ายจะต้องแปลงเจตนารมณ์ของผู้บังคับบัญชาที่เกี่ยวข้องในสายงานของตน เสนอให้หัวหน้าฝ่ายอำนวยการเป็นผู้พิจารณาลงนามประกาศใช้ให้ทันต่อสถานการณ์,2การจัดทำแผน/คำสั่งจะต้องมีการประสานงานระหว่างฝ่ายอำนวยการต่าง ๆ อย่างใกล้ชิด เพื่อให้แนวทางการปฏิบัติตามแผน/คำสั่งเกิดความสอดคล้องกัน,3กรณีที่หน่วยปฏิบัติตามแผน/คำสั่งเกิดมีปัญหาขัดข้องในการปฏิบัติ ฝ่ายอำนวยการต้องสั่งการแก้ไขปัญหาให้เท่าทันต่อสถานการณ์,4ฝ่ายอำนวยการจะต้องพึงระลึกอยู่เสมอว่าความรับผิดชอบในการปฏิบัติการเป็นความรับผิดชอบของทั้งผู้บังคับหน่วยปฏิบัติการและฝ่ายอำนวยการ ดังนั้นฝ่ายอำนวยการจะต้องเข้าร่วมลงมือปฏิบัติตามแผนตลอดการดำเนินการตามแผน ,2,,
20,"ข้อใดเป็นเครื่องมือที่ใช้ในการพัฒนาปรับปรุงการปฏิบัติงานในหน้าที่ของฝ่ายอำนวยการได้อย่าง
            เป็นระบบ
",1การกำกับดูแลของฝ่ายอำนวยการ,2การจัดทำแผนและคำสั่งของฝ่ายอำนวยการ,3การวิจัยของฝ่ายอำนวยการ,4การเยี่ยมเยียนของฝ่ายอำนวยการ,3,,
21,ข้อใดถูกต้อง,1ฝ่ายอำนวยการหมายถึงผู้ที่ทำหน้าที่ช่วยเหลือผู้บังคับบัญชาให้สามารถปฏิบัติภารกิจได้อย่างสมบูรณ์,2ฝ่ายอำนวยการหมายถึงผู้ที่ทำหน้าที่ตัดสินใจแทนผู้บังคับบัญชา,3ฝ่ายอำนวยการหมายถึงผู้สั่งการแทนผู้บังคับบัญชา,4ถูกทุกข้อ,1,,
22,ข้อใดไม่ใช่ งานหลักของฝ่ายอำนวยการ ,1งานกำลังพล ,2งานข่าว ,3งานเทคโนโลยี,4งานแผนงานและยุทธศาสตร์ ,3,,
23,ข้อใดมิใช่ พันธกิจของฝ่ายอำนวยการตำรวจ,1การให้ข้อมูลข่าวสาร ,2การประเมินผลการปฏิบัติงาน,3การประมาณการ (การวิเคราะห์ข้อมูลข่าวสาร) ,4การทำแผน/คำสั่ง และการกำกับดูแลการปฏิบัติตามแผน/คำสั่ง,2,,
24,ในการปฏิบัติหน้าที่ของฝ่ายอำนวยการ ข้อใดถูกต้อง,1ฝ่ายอำนวยการจะต้องเป็นผู้ให้ข้อมูลข่าวสารในส่วนที่เกี่ยวข้องกับงานในหน้าที่ของฝ่ายอำนวยการนั้น ๆ อย่างครบถ้วนสมบูรณ์ต่อผู้บังคับบัญชา,2ในการวิเคราะห์ข้อมูลข่าวสารของฝ่ายอำนวยการ จะต้องได้รับคำสั่งของผู้บังคับบัญชาให้ดำเนินการเสียก่อน,3การให้ข้อเสนอแนะของฝ่ายอำนวยการ มุ่งเน้นในการจูงใจผู้บังคับบัญชาให้ตกลงใจกระทำการอย่างหนึ่งอย่างใด ,4ในกรณีที่หน่วยปฏิบัติตามแผน/คำสั่งเกิดมีปัญหาขัดข้องในการปฏิบัติ ฝ่ายอำนวยการไม่สามารถเสนอข้อมูลข่าวสารให้กับผู้บังคับบัญชาทราบเพื่อสั่งการแก้ไขปัญหาได้,1,,
25,ในเรื่องการประสานงานของฝ่ายอำนวยการ ข้อใดถูกต้อง,1การประสานงานภายในของฝ่ายอำนวยการช่วยทำให้การทำงานของฝ่ายอำนวยการตามแผน/คำสั่งของผู้บังคับบัญชา มุ่งหวังให้เกิดความสอดคล้องกันเพียงอย่างเดียว,2ฝ่ายอำนวยการจะต้องแก้ไขปัญหาข้อขัดแย้งระหว่างฝ่ายอำนวยการฝ่ายต่าง ๆ ที่อาจเกิดขึ้น จากการปฏิบัติตามแผน/คำสั่งของผู้บังคับบัญชา,3หัวหน้าฝ่ายอำนวยการ ไม่สามารถผู้กำหนดระเบียบหรือแนวทางในการประสานงานของฝ่ายอำนวยการ,4แนวทางปฏิบัติในการประสานงาน มีเพียง 2 วิธี ได้แก่ การแจกจ่ายข้อมูลข่าวสารสำคัญ และ การติดต่อประสานงานโดยตรง,2,,
26,ข้อใดไม่ใช่ส่วนประกอบของข้อพิจารณาของฝ่ายอำนวยการ,1เรื่องเดิม ,2ข้อเท็จจริง ,3ข้อประมาณการ,4ข้อเสนอแนะ,3,,
27,ข้อใดไม่ถูกต้อง,1การจัดงานฝ่ายอำนวยการของแต่ละทุกกองบัญชาการอาจไม่เป็นไปในลักษณะเดียวกัน                                        ,2การจัดงานฝ่ายอำนวยการของสำนักงานตำรวจแห่งชาติในระดับต่างๆ ไม่เป็นไปในลักษณะเดียวกัน     ,3การจัดงานฝ่ายอำนวยการของสำนักงานตำรวจแห่งชาติในระดับต่างๆ มีความแตกต่างกันออกไป โดยขึ้นอยู่กับลักษณะของงาน  และความจำเป็นเหมาะสมของแต่ละหน่วยงาน,4การจัดงานฝ่ายอำนวยการของสำนักงานตำรวจแห่งชาติในระดับต่างๆ มีความแตกต่างกันออกไป โดยขึ้นอยู่กับขนาดของพื้นที่ที่รับผิดชอบของแต่ละหน่วยงาน ,4,,
28,ข้อใดคือลักษณะในการให้ข้อเสนอแนะของฝ่ายอำนวยการ  ที่ไม่ถูกต้อง ,1ฝ่ายอำนวยการจะต้องวิเคราะห์แนวทางปฏิบัติ ตลอดจนผลกระทบที่จะเกิดตามมาจากการปฏิบัติ ให้ผู้บังคับบัญชาทราบ และให้ข้อเสนอในแนวทางการปฏิบัติที่ฝ่ายอำนวยการพิจารณาเห็นว่าเป็นแนวทางการปฏิบัติที่ถูกต้องและเหมาะสมที่สุด,2มุ่งเน้นในการให้คำแนะนำต่อผู้บังคับบัญชาในส่วนที่เกี่ยวข้องกับงานในหน้าที่ของฝ่ายอำนวยการนั้น ๆ ไม่เป็นการบีบบังคับผู้บังคับบัญชาให้ตกลงใจกระทำการอย่างหนึ่งอย่างใด โดยไม่สามารถเลือกหนทางปฏิบัติอื่นได้,3การให้ข้อเสนอแนะของฝ่ายอำนวยการยังรวมถึงการให้ข้อเสนอกับฝ่ายอำนวยการอื่น ๆ และหน่วยงานที่เกี่ยวข้องในการปฏิบัติงาน,4ฝ่ายอำนวยการจะต้องวิเคราะห์แนวทางปฏิบัติ ตลอดจนผลกระทบที่จะเกิดตามมาจากการปฏิบัติ ให้ผู้บังคับบัญชาทราบ และให้ข้อเสนอในแนวทางการปฏิบัติให้มากที่สุดเท่าที่ฝ่ายอำนวยการจะคิดได้ 4,4,,
29,ข้อใดเป็นแนวทางในการทำแผน/คำสั่ง และการกำกับดูแลการปฏิบัติตามแผน/คำสั่งของฝ่ายอำนวยการ ที่ไม่ถูกต้อง,1ฝ่ายอำนวยการแต่ละฝ่ายจะต้องแปลงเจตนารมณ์ของผู้บังคับบัญชาที่เกี่ยวข้องในสายงานของตน เสนอให้หัวหน้าฝ่ายอำนวยการเป็นผู้พิจารณาลงนามประกาศใช้ให้ทันต่อสถานการณ์,2การจัดทำแผน/คำสั่งจะต้องมีการประสานงานระหว่างฝ่ายอำนวยการต่าง ๆ อย่างใกล้ชิด เพื่อให้แนวทางการปฏิบัติตามแผน/คำสั่งเกิดความสอดคล้องกัน,3กรณีที่หน่วยปฏิบัติตามแผน/คำสั่งเกิดมีปัญหาขัดข้องในการปฏิบัติ ฝ่ายอำนวยการสามารถเสนอข้อมูลข่าวสารให้กับผู้บังคับบัญชาทราบและสั่งการแก้ไขปัญหาได้,4ฝ่ายอำนวยการจะต้องพึงระลึกอยู่เสมอว่าความรับผิดชอบในการปฏิบัติการเป็นความรับผิดชอบของผู้บังคับหน่วยปฏิบัติการ ฝ่ายอำนวยการจะต้องไม่แทรกแซง  ,1,,
30,ข้อใดเป็นเครื่องมือในการปฏิบัติงานของฝ่ายอำนวยการ1แฟ้มนโยบาย,,2บันทึก,3แผนที่สถานการณ์,4ถูกทุกข้อ,4,,
31,งานฝ่ายอำนวยการหลักแบ่งได้เป็นกี่สายงาน,14 สายงาน,23สายงาน,35 สายงาน,46 สายงาน,3,,
32,ฝ่ายอำนวยการที่ดี จะต้องช่วยเหลือผู้บังคับบัญชา ในด้านใดบ้าง,1ให้ข้อมูลข่าวสาร,2ให้ข้อเสนอแนะ,3จัดทำแผน/คำสั่ง,4ถูกทุกข้อ,4,,
33,พันธกิจของฝ่ายอำนวยการโดยปกติ มีอยู่กี่ประการ,14,25,36,47,2,,
34,ฝ่ายอำนวยการต้องช่วยเหลือผู้บังคับบัญชาเพื่อให้มั่นใจได้ว่า,1ทรัพยากรบริหารของหน่วยงานถูกใช้ไปอย่างเป็นประโยชน์สูงสุด,2สามารถบรรลุวัตถุประสงค์ที่ต้องการได้อย่างสมบูรณ์,3สามารถแก้ปัญหาที่เกิดขึ้นได้อย่างถูกต้องและทันเวลา,4ถูกทุกข้อ,4,,
35,ข้อใดเป็นอำนาจหน้าที่ของ สตช.,1รักษาความปลอดภัยสถาบันพระมหากษัตริย์,2ดูแลควบคุมและกำกับการปฏิบัติงานของข้าราชการตำรวจซึ่งปฏิบัติตาม ป. วิอาญา,3ป้องกันและปราบปรามการกระทำผิดทางอาญา  ,4ถูกทุกข้อ,4,,
36,สำนักงานตำรวจแห่งชาติ แบ่งส่วนราชการออกเป็นกี่ส่วน,12,22,34,45,2,,
37," “ ก.ต.ช. ” ตาม พ.ร.บ. ตำรวจแห่งชาติ พ.ศ. 2547 ย่อมาจากอะไร
","1คณะกรรมการตำรวจแห่งชาติ              
",2คณะกรรมการนโยบายตำรวจแห่งชาติ,3คณะกรรมการาชการตำรวจ               ,4คณะกรรมการกรมตำรวจแห่งชาติ,2,,
38,บุคคลใดเป็นผู้บังคับบัญชาข้าราชการตำรวจในสำนักงานตำรวจแห่งชาติ ,1ผู้บัญชาการตำรวจแห่งชาติ                         ,2นายกรัฐมนตรี             ,"3จเรตำรวจแห่งชาติ                                    
",4ถูกทุกข้อ,2,,
39,ข้อใดคือทรัพยากรการบริหารของหน่วยงาน,1กำลังพล,2งบประมาณ,3สิ่งอุปกรณ์,4ถูกทุกข้อ,4,,
40,หน้าที่ในการช่วยเหลือผู้บังคับบัญชาให้สามารถปฏิบัติภารกิจได้อย่างสมบูรณ์ของฝ่ายอำนวยการ ได้แก่,1ประสานงาน,2บัญชาการ,3ตัดสินใจ,4สังการ,1,,
41,ข้อใดมิใช่ พันธกิจของฝ่ายอำนวยการตำรวจหน้าที่ในการช่วยเหลือผู้บังคับบัญชา,1วิเคาระห์ข้อมูล,2ตัดสินใจ,3ให้ข้อมูลข่าวสาร,4จัดทำแผน,2,,
42,หน้าที่ของฝ่ายอำนวยการพิเศษ มีความสัมพันธ์ใกล้ชิดกับเรื่องเทคนิค ได้แก่,1การสื่อสาร,2การประมวลผลข้อมูล,3ให้ข้อมูลข่าวสาร,4ข้อ1. และ2. ถูก,4,,
43,การให้ความช่วยเหลือต่อผู้บังคับบัญชาของฝ่ายอำนวยการพิเศษ ทำได้โดย,1การให้คำแนะนำ,2การให้ข้อมูลข่าวสาร ,3การให้ข้อเสนอแนะ,4ถูกทุกข้อ,4,,
44,ตำแหน่งนายเวร ถือว่าเป็นฝ่ายอำนวยการประเภทใด,1ฝ่ายอำนวยการประจำตัว,2ฝ่ายอำนวยการพิเศษ,3ฝ่ายอำนวยการประสานงาน,4ฝ่ายอำนวยการหลัก,1,,
45,นายตำรวจประจำสำนักงาน คือ,1ฝ่ายอำนวยการพิเศษ,2ฝ่ายอำนวยการประจำตัว,4ฝ่ายอำนวยการหลัก,3ฝ่ายอำนวยการประสานงาน,2,,
46,ฝ่ายอำนวยการประจำตัว มีหน้าที่ความรับผิดชอบในเรื่องใด,1รักษาความปลอดภัยให้กับผู้บังคับบัญชา,2รับรองผู้มาติดต่อราชการกับผู้บังคับบัญชา,3กำกับดูแลเจ้าหน้าที่ธุรก่รของสำนักงานผู้บังคับบัญชา,4ถูกทุกข้อ,4,,
47,ข้อใดมิใช่หน้าที่ของฝ่ายอำนวยการประจำตัว,1ตัดสินใจแทนผู้บังคับการ,2กำกับดูแลพลขับของผู้บัญชาการ,3จัดตารางการปฏิบัติราชการของผู้บังคับการ,4อำนวยความสะดวกให้ผู้บัญชาการ,1,,
48,"ข้อใดมีความหมายเดียวกับ""การประมาณการ""",1การให้ข้อมูลข่าวสาร,2การวิเคราะห์ข้อมูลข่าวสาร,3การให้ข้อเสนอแนะ,4การกำกับดูแล,2,,
49,การปฏิบัติหน้าที่ร่วมทั้ง 5 ประการของฝ่ายอำนวยการอย่างสมบูรณ์ ควรมีลักษณะใด,1ต้องครบถ้วนทั้ง 5 ประการ,2ต้องปฏิบัติอย่างน้อย 4 ประการ,3ต้องปฏิบัติอย่างน้อย 3 ประการ,3ต้องปฏิบัติอย่างน้อย 2 ประการ,1,,
