18,ข้อใดไม่ใช่เหตุผลที่การประชาสัมพันธ์เชิงการตลาดอยู่ในกระแสนิยมในปัจจุบัน,1ค่าสื่อโฆษณามีราคาสูงขึ้น,2นักการตลาดพยายามใช้เครื่องมือการสื่อสารอย่างผสมผสานมากขึ้น,3ทัศนคติของกลุ่มเป้าหมายมีการเปลี่ยนแปลงตลอดเวลา,4การประชาสัมพันธ์เชิงการตลาดมีความคุ้มค่า แม้จะใช้งบประมาณเป็นจำนวนมาก,4
19,การเป็นผู้อุปถัมภ์รายการกีฬาหรืองานแสดงศิลปะ จัดเป็นชุดเครื่องมือสำหรับการประชาสัมพันธ์การตลาดแบบใด,1การจัดเหตุการณ์หรือกิจกรรมพิเศษ,2การเผยแพร่ข้อมูลข่าวสารด้วยวิธีการต่างๆ ,3การนำเสนอข่าวผ่านสื่อมวลชน,4การจัดกิจกรรมที่เกี่ยวกับชุมชน,1
20,การยับยั้งกฎหมายและกฎระเบียบที่ขัดต่อการดำเนินธุรกิจ จัดเป็นชุดเครื่องมือสำหรับการประชาสัมพันธ์การตลาดแบบใด,1Community Involvement Activities ,2Identity Media,3Lobbying Activity,4Social Responsibility ,3
21,คำว่า Above the line ในการเลือกใช้สื่อในการประชาสัมพันธ์เชิงรุกตรงกับข้อใด,1สื่อมวลชน,2เครื่องมือประชาสัมพันธ์ที่ไม่ใช่สื่อมวลชน ,3การสื่อสารสองทาง,4ถูกทุกข้อ,1
22,คำว่า Below the line ในการเลือกใช้สื่อในการประชาสัมพันธ์เชิงรุกตรงกับข้อใด,1สื่อมวลชน,2เครื่องมือประชาสัมพันธ์ที่ไม่ใช่สื่อมวลชน ,3การสื่อสารสองทาง,4ถูกทุกข้อ,2
23,ข้อใดไม่เกี่ยวข้องกับการเลือกใช้สื่อในการประชาสัมพันธ์เชิงรุก,1สื่อมวลชน,2เครื่องมือประชาสัมพันธ์ที่ไม่ใช่สื่อมวลชน ,3การสื่อสารทางเดียว,4การสื่อสารสองทาง,3
24,ตัวอักษร P ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1Policy,2Priority,3Publication,4Public Relation,3
25,ตัวอักษร E ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1Events ,2Element ,3Evolution,4Environment,1
26,ตัวอักษร N ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1News,2Nowadays ,3Navigation,4ถูกทุกข้อ,1
27,ตัวอักษร C ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1Customer Relation Activate,2Customer Relation Activities,3Community Involvement Activate,4Community Involvement Activities,4
28,ตัวอักษร I ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1Identity Media,2Identity Mass,3Institution Media,4Institution Mass,1
29,ตัวอักษร L ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1Lively Activity,2Lively Action,3Lobbying Activity,4Lobbying Action,3
30,ตัวอักษร S ในชุดเครื่องมือ PENCILS ย่อมาจากอะไร,1Social Revolution,2Social Responsibility,3Social Reformers,4Social Realism,2
31,CSR เชิงกลยุทธ์ให้ความสนใจกับเรื่องใด,1การริเริ่มบุกเบิกนวัตกรรมเชิงสังคม,2สิ่งประดิษฐ์บางอย่างที่มีประโยชน์ต่อสังคม,3สร้างความสามารถทางการแข่งขันขององค์กรได้ ,4ถูกทุกข้อ,4
32,การริเริ่มใหม่ๆ ที่ทำให้ธุรกิจนั้นมีความแตกต่างจากคู่แข่ง และให้ประโยชน์ต่อการดำเนินธุรกิจคืออะไร,1การทำPR,2CSR เชิงกลยุทธ์,3Publication map,4ไม่มีข้อใดถูก,2
33,การวิเคราะห์และประเมินทิศทางการทำงานอย่างมีกลยุทธ์จะมีประโยชน์ต่ออะไร,1Social Revolution,2Priority sofeware,3CSR,4PR,3
34,การดำเนินกิจกรรมขององค์กรธุรกิจเพื่อสร้างประโยชน์แก่สังคมเรียกว่าอะไร,1กิจกรรมเพื่อสังคม,2กิจกรรมเพื่อการเมือง,3กิจกรรมเพื่อชุมชน,4กิจกรรมเพื่อการพาณิชย์,1
35,การแก้ไขเยียวยาชุมชนที่ได้รับผลกระทบทางมลภาวะจากการประกอบการคือข้อใด ,1CSR-process ,2CSR-after-process ,3CSR-all-process ,4CSR-as-process ,2
36,การดำเนินความรับผิดชอบต่อสังคมในกระบวนการทำงานอย่างมีความรับผิดชอบคือข้อใด ,1สังคมนิยม,2ธุรกิจนิยม,3ธุรกิจเพื่อสังคม,4สังคมธุรกิจ,3
37,การชดเชยความเสียหายให้แก่ลูกค้าเรียกว่าอะไร,1CSR-in-process ,2PR-process ,3CR-on-process ,4SR-process ,1
38,มูลนิธิ  และองค์กรสาธารณะที่ทำประโยชน์จัดอยู่ในเรื่องของอะไร ,1กิจกรรมเพื่อสังคม,2การทำเพื่อสังคม,3การกุศลเพื่อสังคม,4กิจการเพื่อสังคม,4
39,หน่วยงานที่ไม่แสวงหากำไร  อันเนื่องมาจากการขาดกระบวนการทำงานที่มีประสิทธิภาพนั้นคือหน่วยงานใด ,1Non-social  Organization,2Non-profit Organization,3Profit Organization,4Social Profit Organization,2
40,เจ้าของกิจการที่เรียกตัวเองว่า เป็นผู้ประกอบการทางสังคม คือข้อใด,1Social Entrepreneur,2Social Engineer,3Social Engage,4Social Environment,1
41,องค์กรที่บริจาคเงินที่ได้จากกำไรในกิจการเพื่อช่วยเหลือผู้ประสบภัยสึนามิ ถือว่าเป็นเช่นไร,1การสร้างภาพขององค์กร,2การประชาสัมพันธ์องค์กร,3การเสียสละทรัพยากรที่เป็นสิ่งของหรือเป็นการลงเงินอย่างหนึ่ง ,4กิจการองค์กร,3
42,การเชิญชวนให้ลูกค้าซื้อสินค้าในช่วงเวลาการรณรงค์ โดยบริจาครายได้ส่วนหนึ่งช่วยเหลือผู้ประสบภัยนั้น เรียกว่าอะไร,1Social Reformers,2CSR-all-process ,3CSR-process,4Social-driven CSR,4
43,การบริหารประเด็นข่าวสารที่เกี่ยวข้องกับองค์กรหรือสินค้าอย่างมีระบบจะใช้เทคนิคอย่างไร,1เทคนิคการประชาพิจารณ์,2เทคนิคการประชาสัมพันธ์เชิงรุก,3เทคนิคการประชาสัมพันธ์เฉพาะกิจ,4เทคนิคการประชาสัมพันธ์ปกติ,2
44,การวางแผนในการเผยแพร่ข่าวสารล่วงหน้า ไม่ปล่อยข่าวให้เป็นไปตามแนวทางของสื่อเป็นเรื่องของอะไร ,1ยุทธวิธีองค์กร,2การตอบโต้สื่อ,3การประชาสัมพันธ์เชิงรุก,4แผนกลยุทธ์,3
45,วิธีการดำเนินงานบริหารประเด็นข่าว ข้อใดที่ถูกต้อง,1มีผู้รับผิดชอบเฉพาะในการทำหน้าที่บริหารประเด็นข่าว,2ติดตามวิเคราะห์ข่าวสารประจำวัน ,3สรุปข่าวพร้อมทำการวิเคราะห์ ประเมินสถานการณ์ ผลกระทบที่อาจเกิดขึ้น ,4ถูกทุกข้อ,4
46,ในการประชาสัมพันธ์เชิงรุกควรพิจารณาใช้สื่ออย่างไร ,1Below the Line,2 All the Line,3Above the Line,4ถูกทั้งข้อ1และ3,4
47,กระบวนการประชาสัมพันธ์เชิงการตลาดสิ่งสำคัญจะต้องระบุอะไร,1บริษัทและผลิตภัณฑ์ของบริษัท,2ผลิตภัณฑ์ของบริษัท,3แบรนด์ของบริษัท,4คณะผู้บริหารบริษัท,1
48,เหตุผลใดที่ทำให้การประชาสัมพันธ์เชิงการตลาดเป็นที่นิยม,1ค่าสื่อโฆษณามีราคาถูก ,2ทั้งตลาดและสื่อต่างก็รวมศูนย์กันมากขึ้น ,3ทัศนคติของกลุ่มเป้าหมายคงที่,4ภาพลักษณ์ที่ดีและการขายสินค้าได้,4
49,Philip Kotler มีบทบาทด้านใด,1ผู้เสนอเครื่องมือสำหรับการประชาสัมพันธ์การตลาด,2บิดาแห่ง CSR,3บิดาการประชาสัมพันธ์ ,4ปรมาจารย์ด้านตลาดหุ้น,1
50,MPR คือ อะไร,1Mass Public Relations,2Marketing Public Relations,3Matrix Public Relations,4Multi Public Relations,2
51,เอกสารแผ่นพับสำหรับแจกลูกค้าคือ ข้อใด ,1Involvement,2Events,3Publication,4Abstract,3
52,การใช้สื่อที่สะท้อนความเป็นเอกลักษณ์ขององค์กรคืออะไร ,1หัวจดหมาย ,2สีจดหมาย,3คนส่งจดหมาย,4ผู้รับจดหมาย,1
53,การส่งข่าวเกี่ยวกับผลิตภัณฑ์ จัดเป็นเครื่องมือที่นำเสนออะไร,1เสนอข่าวเรื่องรสนิยม,2เสนอข่าวภาพลักษณ์,3เสนอข่าวผ่านสื่อมวลชน ,4เสนอข่าวทั่วไป,3
54,การเป็นผู้อุปถัมภ์รายการกีฬาจัดเป็นชุดเครื่องมือสำหรับการประชาสัมพันธ์การตลาดแบบใด,1Lobbying Activity ,2Identity Media ,3News,4Events,4
55,ข้อใดที่สะท้อนถึงความเป็นเอกลักษณ์ขององค์กรได้ ,1Social Responsibility ,2Events,3Identity Media,4News,3
56,การเสริมสร้างความสัมพันธ์และความเข้าใจอันดีระหว่างองค์กรหรือสถาบันกับกลุ่มประชาชนที่เกี่ยวข้องจะทำอย่างไร ,1การผลิตแต่สินค้าคุณภาพ,2การประชการศึกษาด้านการประชาสัมพันธ์ขั้นสูงต่อไปาสัมพันธ์,3ทำการตลาด,4ตั้งสหภาพแรงงาน,2
57,ข้อใด คือ การประชาสัมพันธ์แบบที่ไม่ใช้สื่อมวลชน  ,1Road Show ,2Issues,3Special Events,4ถูกทุกข้อ,4
58,สื่อบุคคลเป็นการสื่อสารแบบใด,1One-way Communication ,2Two-way Communication,3Three-way Communication ,4Person-way Communication,2
59,สื่อบุคคลมีระดับของปฏิกิริยาการตอบสนองสูงเพราะเหตุใด ,1สะดวกง่ายดาย,2ความรวดเร็วทันใจ,3จูงใจบุคคลให้เปลี่ยนแปลงทัศนคติที่ฝังรากลึกได้,4ความเป็นมนุษยนิยม,3
60,"ข้อใดไม่ใช่จุดประสงค์ในการเรียนรู้ ""การประชาสัมพันธ์เชิงรุก""",1เข้าใจหลักการประชาสัมพันธ์เชิงรุก,2ประโยชน์ต่อการศึกษาด้านการประชาสัมพันธ์ขั้นสูงต่อไป,3เข้าใจเทคนิคการประชาสัมพันธ์เชิงรุก,4ประกอบการทำธุรกิจด้านประชาสัมพันธ์,4
